パーツ番号,特技,特技分類,特技説明,発動要件,楽曲要件,編成要件,発動間隔,発動確率,継続期間,特技パーツ,特技パーツ効果
2,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,4秒毎、高確率で一瞬の間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,4,高確率,一瞬の間,PERFECTでライフを1回復,ライフ回復
2,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,6秒毎、高確率でわずかな間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,6,高確率,わずかな間,PERFECTでライフを1回復,ライフ回復
2,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,9秒毎、高確率でしばらくの間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,9,高確率,しばらくの間,PERFECTでライフを1回復,ライフ回復
3,トリコロール・シンフォニー,スコアブースト、COMBOブースト、他特技ブースト／トリコロール,3タイプ全てのアイドル編成時、11秒毎、高確率でしばらくの間、他アイドルのスコアアップ/COMBOボーナス効果を特大アップ、他特技効果を大アップ,非該当,非該当,3タイプ全てのアイドル編成,11,高確率,しばらくの間,他アイドルの他特技効果を大アップ,他特技ブースト
3,トリコロール・シンフォニー,スコアブースト、COMBOブースト、他特技ブースト／トリコロール,3タイプ全てのアイドル編成時、9秒毎、高確率で少しの間、他アイドルのスコアアップ/COMBOボーナス効果を特大アップ、他特技効果を大アップ,非該当,非該当,3タイプ全てのアイドル編成,9,高確率,少しの間,他アイドルの他特技効果を大アップ,他特技ブースト
3,トリコロール・シンフォニー,スコアブースト、COMBOブースト、他特技ブースト／トリコロール,3タイプ全てのアイドル編成時、7秒毎、高確率でわずかな間、他アイドルのスコアアップ/COMBOボーナス効果を特大アップ、他特技効果を大アップ,非該当,非該当,3タイプ全てのアイドル編成,7,高確率,わずかな間,他アイドルの他特技効果を大アップ,他特技ブースト
3,トリコロール・シナジー,スコアボーナス、COMBOボーナス、ライフ回復／トリコロール,3タイプ全てのアイドル編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア16%アップ/ライフ1回復、COMBOボーナス15%アップ,非該当,非該当,3タイプ全てのアイドル編成,11,高確率,しばらくの間,COMBOボーナスを15%アップ,COMBOボーナス
3,トリコロール・シナジー,スコアボーナス、COMBOボーナス、ライフ回復／トリコロール,3タイプ全てのアイドル編成時、7秒毎、高確率でわずかな間、PERFECTのスコア16%アップ/ライフ1回復、COMBOボーナス15%アップ,非該当,非該当,3タイプ全てのアイドル編成,7,高確率,わずかな間,COMBOボーナスを15%アップ,COMBOボーナス
3,トリコロール・シナジー,スコアボーナス、COMBOボーナス、ライフ回復／トリコロール,3タイプ全てのアイドル編成時、9秒毎、高確率で少しの間、PERFECTのスコア16%アップ/ライフ1回復、COMBOボーナス15%アップ,非該当,非該当,3タイプ全てのアイドル編成,9,高確率,少しの間,COMBOボーナスを15%アップ,COMBOボーナス
3,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,7秒毎、高確率で少しの間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,7,高確率,少しの間,PERFECTのみCOMBO継続,COMBOサポート
3,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,4秒毎、高確率で一瞬の間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,4,高確率,一瞬の間,PERFECTのみCOMBO継続,COMBOサポート
3,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,6秒毎、高確率でわずかな間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,6,高確率,わずかな間,PERFECTのみCOMBO継続,COMBOサポート
3,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,9秒毎、高確率でしばらくの間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,9,高確率,しばらくの間,PERFECTのみCOMBO継続,COMBOサポート
